content,labels
சேலம் மண்ணில் அண்ணன் சீமான்..,Positive
<hashtag/> ஏழை மக்களுக்காக பாஜக பேசுமா?: சீமான் <hashtag/> <hashtag/> <hashtag/>,Sarcastic
"சிலரை சில காலம் ஏமாற்றலாம், எல்லோரையும் எப்போதும் ஏமாற்ற முடியாது - மு.க.ஸ்டாலின் <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/>",Substantiated
abi shek ok அபிஷேக்,None of the above
<hashtag/> சிக்கிமில் அம்மா உணவகம் - பாஜக வாக்குறுதி <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/>,Sarcastic
"அண்ணாமலை ஒரு ஒட்டுச் செடி..<grinning squinting face emoji/> பாஜகவும்,காங்கிரசும் ஒன்று தான் <studio microphone emoji/><studio microphone emoji/><studio microphone emoji/><studio microphone emoji/> <hashtag/> <hashtag/>",Opinionated
fraud pasanga <hashtag/> உங்கள் பொய் இனி எடுபடாது. மீண்டும் நீங்கள் வெற்றி பெற்றாள் தமிழகம் சுடு காடாக மாறும். <hashtag/> <hashtag/>,Opinionated
"தமிழ்நாட்டிற்கு தேவையில்லாத குப்பை இந்த காங்கிரஸ்,பாஜக",Negative
உணவுக்கு மக்கள் கையேந்தி நிற்க காரணம் என்ன.? <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/>,Neutral
பிரிவினைவாத - பாசிச - ஊழல் பாஜகவை ஆட்சியில் இருந்து அகற்றுவோம்! <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> novoteforbjp <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/>,Opinionated
உங்கள் பொன்னான வாக்குகளை எங்கள் ஒலிவாங்கி சின்னத்தை பார்த்து வாக்களியுங்கள் <microphone emoji/><microphone emoji/> <hashtag/> <hashtag/> <hashtag/> <hashtag/>,Positive
திருச்சி நாடாளுமன்ற தொகுதி <hashtag/> தலைமையிலான <hashtag/> கூட்டணியின் <hashtag/> வெற்றி வேட்பாளர் அன்பு சகோதரர் துரை வைகோ அவர்களை ஆதரித்து கந்தர்வகோட்டை சட்டமன்றத் தொகுதி குன்றாண்டார் கோவில் கிழக்கு ஒன்றியத்தில் வாக்கு சேகரித்தோம். வாக்களிப்பீர் <hashtag/> <hashtag/> <hashtag/>,Positive
minimum guarantee இல்லாத ஆட்சியை அகற்றுவோம்! இனியும் இந்த guarantee warranty -ஐ நம்ப போறிங்களா? சிந்தித்து வாக்களியுங்கள்! <hashtag/> <hashtag/>,Opinionated
"<black large square emoji/><red square emoji/><trophy emoji/><baseball emoji/><cricket game emoji/> play bold ஈ சாலா rcb அணியின் ஆதரவு பெற்ற சின்னம் - மைக் <cricket game emoji/><baseball emoji/><trophy emoji/><red square emoji/><black large square emoji/> <kyrgyzstan emoji/><studio microphone emoji/> <hashtag/> மக்கள் இன்னும் 05 ஏ நாளில், மைக் சின்னத்தில் வாக்களிப்போம் நாளைய தலைமுறையினருக்கு வாழ்வளிப்போம் <studio microphone emoji/><kyrgyzstan emoji/> <hashtag/> <hashtag/> <studio microphone emoji/><studio microphone emoji/><studio microphone emoji/><studio microphone emoji/><studio microphone emoji/><studio microphone emoji/><studio microphone emoji/><studio microphone emoji/><studio microphone emoji/>",Neutral
‛‛தயங்கிய பெரிய கட்சிகள்’’.. 2 பொது தொகுதியில் பட்டியலினத்தவரை வேட்பாளராக்கிய நாம் தமிழர் சீமான் <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/>,Opinionated
<hashtag/> முதலமைச்சர் மு.க.ஸ்டாலினுடன் இணைந்து இன்று பிரசாரம் செய்கிறார் ராகுல்காந்தி கோவையில் இன்று மாலை 7 மணிக்கு நடைபெற உள்ள பொதுக்கூட்டத்தில் இருவரும் இணைந்து இந்தியா கூட்டணி வேட்பாளர்களுக்கு ஆதரவாக பிரசாரம் செய்ய உள்ளனர். <hashtag/> <hashtag/> <hashtag/>,Positive
today <hashtag/> பெண்ணுரிமை பற்றி பேசும் எந்த ஒரு அரசியல் கட்சியும் செய்யாததை சீமான் செய்து காட்டினார் <fire emoji/><fire emoji/><fire emoji/> <hashtag/> <hashtag/> <hashtag/> <hashtag/>,Opinionated
ரூ.700ம் கொடுத்து பரப்புரையில் பள்ளி மாணவர்களை பயன்படுத்திய திமுக கூட்டணி எம்பி நவாஸ்கனி..! <hashtag/>,Opinionated
என்னது நீயுமா!? <grimacing face emoji/><face with hand over mouth emoji/><face with tears of joy emoji/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/>,Sarcastic
ஆட்சி மாற்றத்திற்கு தயாராகும் 'இந்தியா'! பத்து ஆண்டுகால பாஜக ஆட்சியில் தமிழ்நாட்டிற்கான திட்டங்கள் எதுவுமே நடைபெறவில்லை.ஒன்றிய அளவில் ஆட்சி மாற்றத்திற்கு மக்கள் தயாராகிவிட்டார்கள் என்பதையே நாடாளுமன்றத் தேர்தல் களம் காட்டுகிறது. - மாண்புமிகு முதலமைச்சர் <hashtag/> <hashtag/>,Positive
நன்னிலத்தை தன்னிலமாக மாற்ற களமிறங்கிய நாகை நாடாளுமன்றத் தொகுதி வெற்றி வேட்பாளர் அக்கா கார்த்திகா அவர்களுக்காக.. நன்னிலத்தில் இன்று.. <hashtag/> <studio microphone emoji/><studio microphone emoji/><studio microphone emoji/>,Positive
பொய் சொல்லாதடா பாடு <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> utterly !,Negative
வாயிலே வடைசுடும் ஸ்டாலின் அதிமுக 40 இடங்களில் வெற்றிபெறுவோம் avadi kumar interview link : <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/>,Negative
"சிறந்த வேட்பாளர்,விவசாயியும் கூட.. நீலகிரி தொகுதி நாம் தமிழர் கட்சியின் வேட்பாளர் ஜெயகுமார், திமுக ஆ.ராசாவிற்கு களத்தில் கடுமையான நெருக்கடி கொடுத்து வருகிறார்.. <hashtag/> <hashtag/> <hashtag/>",Neutral
